0,2851801,2575664
1,2834921,2855814
1,2831506,2847617
1,2834165,2850960
1,2832134,2832167
1,2810429,2820397
0,2847357,2816753
0,2829719,2806803
0,2891938,2815101
1,2805789,2810275
0,2798701,2793256
0,2804424,2801970
1,2727598,2755408
1,2800906,2810341
0,2820965,2788145
1,2464342,2630693
1,2362963,2424798
0,2639287,2439681
1,2813034,2824897
0,2822801,2822468
1,2821881,2830088
1,2814987,2833441
0,2835928,2820667
0,2842770,2828341
1,2600434,2831301
0,2880703,2786557
1,2897698,2901910
1,2896483,2897397
1,2861631,2881322
1,2709917,2864480
1,2689311,2882495
1,2880360,2882470
0,2881995,2866092
1,2681628,2881133
1,2857046,2879331
1,2866782,2871408
1,2859676,2859676
1,2797952,2825426
0,2872202,2850162
0,2875182,2866680
1,2829363,2860447
1,2661161,2854059
1,2680826,2852179
1,2846116,2873163
0,2866159,2856814
1,2862764,2876389
1,2720770,2892655
1,2882663,2904554
0,2870536,2867619
1,2665807,2893331
1,2751110,2779001
1,2722333,2873713
0,2879584,2873209
1,2869768,2882685
1,2712278,2874733
0,2866814,2864228
0,2871131,2870688
1,2864450,2872498
1,2869343,2902547
0,2882839,2860143
1,2863487,2869781
1,2686336,2854615
1,2791022,2811842
0,2873192,2867656
1,2869608,2873450
1,2688364,2871005
0,2862303,2856986
0,2867449,2854352
0,2884108,2872238
1,2680336,2851440
1,2697005,2872790
0,2891501,2885180
1,2867215,2871360
0,2879489,2866414
1,2596880,2878711
0,2902606,2768703
0,2919544,2900270
0,2922780,2903597
1,2901766,2903573
0,2897757,2893523
1,2878017,2917964
1,2868758,2885660
1,2863229,2879189
0,2882351,2880988
0,2900958,2900948
1,2879093,2879094
0,2880333,2861487
1,2810426,2818468
0,2877868,2869922
1,2869192,2874434
0,2864602,2861893
0,2856223,2856168
1,2870365,2893622
1,2878684,2897701
1,2863969,2892025
1,2693093,2895226
0,2902610,2897646
0,2900012,2886980
0,2907726,2899954
1,2597303,2891349
1,3081785,3418739
1,2912341,2916251
1,2896305,2901444
0,2915511,2898076
1,2889745,2893433
1,2890420,2909618
1,2898905,2901630
0,2893995,2892353
1,2881608,2899289
1,2872211,2880445
1,2888810,2897499
1,2729411,2892474
1,2835636,2848578
1,2879147,2887108
0,2899792,2875393
0,2874437,2849489
0,2889123,2884557
0,2885913,2876782
1,2900788,2925027
1,2876404,2893554
1,2722184,2892786
1,2879174,2902920
0,2885018,2856561
1,2724334,2885431
1,2622569,2905920
1,3030904,3217984
0,2916876,2916773
0,2933392,2909331
0,2929022,2902084
1,2888067,2897109
1,2894581,2900502
1,2888687,2892553
0,2887025,2873778
0,2908996,2899550
1,2880575,2902017
1,2877606,2895910
1,2726541,2895532
1,2822490,2827557
1,2864454,2891177
1,2887411,2903619
1,2765028,2899167
1,2399105,2877130
1,2401648,2752138
0,2888586,2878046
1,2716667,2901213
0,2902131,2891527
0,2915955,2898184
1,2876442,2902084
0,2905047,2894775
1,2580508,2905060
0,2920328,2818509
0,2931618,2915717
0,2919344,2914750
0,2917744,2903798
0,2938414,2933718
1,2926983,2928276
1,2914662,2956201
1,2747896,2932518
0,2927843,2906030
1,2735789,2909282
0,2919897,2917973
0,2909571,2898217
0,2843274,2691059
1,2902640,2925957
0,2900978,2893797
1,2908192,2915359
1,2896903,2904970
1,2901429,2914035
1,2741551,2922464
0,2905007,2732827
1,2731341,2909399
1,2730278,2919301
1,2898862,2916304
0,2928060,2922911
1,2586059,2909328
0,2876595,2772342
1,2879446,2887648
0,2886224,2856769
1,2866179,2895023
1,2886035,2886180
1,2877089,2881142
0,2886540,2771248
1,2887050,2890347
1,2698176,2872636
1,2852393,2886259
0,2880531,2869409
1,2848300,2867108
1,2794215,2816552
0,2868023,2867140
0,2705031,2693293
1,2710037,2878563
0,2876421,2870368
0,2870281,2862347
1,2871879,2876606
0,2872420,2869113
1,2691331,2869684
1,2695250,2704352
0,2872718,2860208
1,2856982,2871238
1,2573631,2869395
0,2916760,2803507
0,2909804,2907447
1,2899763,2914149
1,2911499,2923780
1,2901565,2916253
1,2877100,2883888
0,2914696,2902078
0,2914602,2899898
1,2891505,2915852
1,2710518,2892360
1,2884519,2891912
0,2879010,2864431
1,2823126,2827353
1,2882706,2891527
1,2893654,2903446
1,2868647,2891358
0,2904526,2890273
0,2898383,2889797
0,2911960,2897972
1,2881260,2911218
0,2897088,2893922
0,2903972,2889924
1,2902611,2903982
1,2904370,2904567
1,2584596,2889700
0,2911260,2805103
0,2928110,2723507
1,2901274,2917793
1,2913335,2919324
0,2912266,2902345
1,2907473,2913088
0,2902983,2893545
1,2886064,2924041
1,2886622,2886663
0,2900968,2862742
0,2700384,2576857
0,2892509,2873158
1,2594425,2827805
0,2897609,2738687
1,2698039,2896173
0,2885575,2870966
1,2704701,2890802
1,2493946,2730396
0,2906368,2887328
0,2903880,2889412
0,2913366,2895420
0,2913651,2910372
0,2895300,2895248
1,2900106,2904807
1,2583498,2886666
0,2891131,2778830
1,2714662,2890270
0,2885287,2720369
0,2896549,2884377
0,2897574,2882943
1,2713218,2881215
0,2851954,2575914
1,2834505,2855398
1,2831909,2847644
1,2834109,2851319
1,2831910,2832035
1,2810849,2820733
0,2847174,2817543
0,2830009,2807294
0,2892515,2815562
1,2806789,2811378
0,2799480,2793592
0,2804680,2802447
1,2728281,2755817
1,2801514,2810780
0,2821711,2788842
1,2465070,2631006
1,2363708,2425549
0,2640011,2440225
1,2813500,2825285
0,2823285,2822394
1,2822203,2830331
1,2815729,2833875
0,2837317,2820486
0,2843004,2828990
1,2600461,2830772
0,2880583,2787048
1,2897722,2902010
1,2896988,2898155
1,2862148,2882008
1,2710618,2865060
1,2689346,2882508
1,2880808,2882696
0,2882345,2866746
1,2681331,2880731
1,2857013,2879579
1,2866763,2871142
1,2859245,2859245
1,2797566,2825410
0,2871602,2849829
0,2875361,2866645
1,2829811,2860129
1,2661290,2854473
1,2680977,2852404
1,2846724,2873061
0,2866125,2857168
1,2863059,2877165
1,2720451,2892489
1,2882411,2904574
0,2870336,2867328
1,2666034,2893355
1,2751219,2779308
1,2721920,2873257
0,2879627,2873099
1,2870329,2883035
1,2712501,2875038
0,2866766,2864940
0,2871737,2871509
1,2864720,2872923
1,2869576,2902869
0,2883020,2860328
1,2863609,2870198
1,2686532,2855483
1,2791402,2812445
0,2873114,2868201
1,2869629,2874174
1,2688631,2871111
0,2862393,2857135
0,2867527,2854276
0,2884112,2872607
1,2680301,2851683
1,2697380,2873358
0,2891323,2885316
1,2866846,2871368
0,2879068,2865662
1,2597102,2879327
0,2902778,2768205
0,2919119,2899799
0,2922240,2903246
1,2900983,2902810
0,2897130,2892654
1,2878048,2917867
1,2868080,2885155
1,2863032,2878735
0,2881954,2880829
0,2900325,2900324
1,2878369,2878369
0,2879646,2860916
1,2810902,2818447
0,2877891,2869743
1,2869433,2874877
0,2865115,2862361
0,2856009,2855754
1,2870096,2893921
1,2878717,2898256
1,2864063,2892196
1,2692747,2894679
0,2902756,2897332
0,2899413,2886657
0,2907656,2899951
1,2597273,2890693
1,3081383,3418620
1,2912120,2916048
1,2896353,2901317
0,2915888,2897922
1,2889927,2893329
1,2890058,2909169
1,2898929,2901684
0,2893876,2891624
1,2881235,2899038
1,2871892,2880007
1,2888345,2897268
1,2728884,2891963
1,2835154,2847832
1,2878890,2886724
0,2900357,2875541
0,2874818,2849572
0,2889179,2884038
0,2886098,2877138
1,2901397,2925488
1,2876852,2894058
1,2722347,2893325
1,2878930,2903136
0,2884171,2856298
1,2724497,2885240
1,2622167,2905506
1,3030926,3217883
0,2917325,2917239
0,2932756,2909148
0,2928740,2901812
1,2887986,2897025
1,2894346,2900297
1,2888590,2892247
0,2886607,2873115
0,2908102,2899216
1,2880105,2901080
1,2877254,2895751
1,2725765,2894780
1,2822174,2826837
1,2864181,2890394
1,2886872,2903294
1,2764657,2897931
1,2398592,2876704
1,2401589,2752552
0,2888447,2877253
1,2716174,2901182
0,2901695,2890795
0,2915753,2897857
1,2875885,2901735
0,2904552,2894506
1,2580167,2905090
0,2920141,2818296
0,2931617,2915884
0,2919745,2915157
0,2917370,2903248
0,2938267,2933770
1,2926772,2928719
1,2914488,2956270
1,2747865,2932461
0,2927523,2906191
1,2734971,2909352
0,2920083,2917687
0,2909099,2897910
0,2843194,2691404
1,2902128,2925382
0,2900798,2893404
1,2908120,2915428
1,2897009,2905153
1,2900998,2914117
1,2740898,2922154
0,2904524,2732480
1,2730473,2908591
1,2729845,2918702
1,2898716,2916327
0,2927312,2921944
1,2585816,2908920
0,2876880,2772179
1,2880024,2887519
0,2886770,2857414
1,2866247,2895239
0,2886745,2886645
1,2877201,2881049
0,2886615,2770589
1,2887262,2890202
1,2698204,2872712
1,2852203,2886001
0,2880559,2869144
1,2848062,2866722
1,2794131,2816217
0,2868823,2867651
0,2705131,2693242
1,2709932,2879059
0,2877047,2870595
0,2870929,2862393
1,2872386,2877026
0,2872294,2869539
1,2691021,2869450
1,2695397,2704810
0,2872342,2859897
1,2856253,2871152
1,2574076,2869678
0,2916249,2803729
0,2909502,2907491
1,2899546,2913853
1,2911220,2923140
1,2901375,2915993
1,2876612,2883031
0,2914170,2901281
0,2914773,2899607
1,2891887,2915738
1,2710114,2892573
1,2883982,2891921
0,2879306,2864716
1,2823687,2828023
1,2883198,2892825
1,2893304,2903369
1,2868333,2891397
0,2904551,2891126
0,2898453,2890305
0,2911418,2897936
1,2880897,2911860
0,2897068,2894039
0,2903975,2889830
1,2902428,2904362
0,2904101,2904019
1,2584308,2889741
0,2912047,2804901
0,2928524,2724279
1,2901241,2918328
1,2913387,2918891
0,2912311,2902864
1,2907397,2913537
0,2903030,2893119
1,2886552,2924633
1,2886666,2886711
0,2901595,2863274
0,2700718,2576628
0,2892088,2872886
1,2594083,2827565
0,2897418,2738287
1,2697927,2896409
0,2885822,2871442
1,2704064,2890737
1,2493727,2730194
0,2905876,2886984
0,2903620,2889142
0,2913081,2895652
0,2913820,2910362
0,2895069,2895028
1,2899525,2904400
1,2583170,2886668
0,2890856,2778588
1,2714526,2889805
0,2884931,2720448
0,2896461,2884428
0,2897224,2882886
1,2713315,2881471
0,2851854,2576121
1,2835314,2856159
1,2832187,2847676
1,2834372,2851567
1,2832324,2832577
1,2810903,2821178
0,2847505,2817169
0,2829961,2807243
0,2892416,2815534
1,2806080,2810934
0,2799259,2794045
0,2804679,2802496
1,2728417,2756067
1,2801354,2810860
0,2821842,2789280
1,2465141,2631272
1,2363420,2425335
0,2639533,2440367
1,2813140,2825593
0,2823362,2822702
1,2822258,2830468
1,2816417,2834247
0,2837816,2821332
0,2843227,2829119
1,2601382,2831862
0,2880786,2787641
1,2897463,2901532
1,2896785,2898151
1,2861689,2881380
1,2710389,2864307
1,2689534,2882941
1,2880848,2882607
0,2882063,2866447
1,2682256,2881301
1,2857828,2880211
1,2866983,2871176
1,2860160,2860161
1,2798069,2825891
0,2872445,2850653
0,2875890,2867449
1,2830162,2861056
1,2661650,2855067
1,2681037,2852372
1,2846742,2872957
0,2866101,2856850
1,2862915,2877057
1,2720019,2892257
1,2882867,2904664
0,2870489,2868044
1,2665677,2892927
1,2751117,2779153
1,2722228,2873543
0,2879696,2873796
1,2870224,2882850
1,2712460,2875179
0,2866805,2864841
0,2871456,2871335
1,2864320,2872567
1,2869497,2903143
0,2883467,2861031
1,2863719,2869874
1,2687083,2855365
1,2791431,2812641
0,2873786,2868300
1,2869872,2874271
1,2688567,2871196
0,2862655,2856676
0,2867666,2854247
0,2884194,2872669
1,2680465,2851430
1,2697052,2872692
0,2891929,2885057
1,2867587,2871537
0,2879654,2866197
1,2597678,2879150
0,2903061,2768775
0,2919486,2899689
0,2922557,2903666
1,2901440,2903354
0,2898483,2893880
1,2878969,2918414
1,2869072,2885812
1,2864235,2879540
0,2882521,2881286
0,2900981,2900980
1,2878807,2878808
0,2880239,2861624
1,2810636,2818255
0,2877660,2869867
1,2869350,2874517
0,2864795,2861840
0,2856568,2856096
1,2870223,2894053
1,2878729,2898165
1,2864132,2892323
1,2692965,2895301
0,2902587,2897306
0,2899327,2886655
0,2908190,2900328
1,2597950,2891793
1,3082241,3419086
1,2913000,2916714
1,2897071,2901746
0,2916027,2898242
1,2890374,2894095
1,2891002,2910203
1,2899234,2902163
0,2893861,2891775
1,2882291,2899385
1,2872109,2880431
1,2888283,2897168
1,2729007,2892037
1,2835404,2848253
1,2879683,2887375
0,2900844,2876020
0,2875430,2850266
0,2889488,2884339
0,2886191,2877015
1,2901452,2925531
1,2877154,2894113
1,2722552,2893434
1,2879444,2902780
0,2884850,2856372
1,2724410,2885362
1,2622491,2906273
1,3031445,3218075
0,2917114,2916771
0,2932967,2908977
0,2929375,2902142
1,2887662,2897462
1,2894577,2900426
1,2888657,2892708
0,2887484,2873961
0,2909031,2899747
1,2881386,2902413
1,2878446,2896483
1,2726520,2895567
1,2823016,2827737
1,2864274,2891254
1,2887382,2904067
1,2764936,2898210
1,2398904,2876732
1,2401729,2752032
0,2888948,2878275
1,2716749,2901966
0,2901999,2891169
0,2916340,2898934
1,2876711,2901888
0,2904992,2895195
1,2581252,2905979
0,2920864,2819060
0,2932433,2916535
0,2920481,2915343
0,2918189,2903527
0,2939006,2934671
1,2927576,2929391
1,2915646,2957020
1,2748279,2932972
0,2928743,2907093
1,2735884,2910107
0,2920631,2918021
0,2909641,2898764
0,2843713,2692046
1,2902706,2926163
0,2901180,2893581
1,2908557,2915803
1,2897169,2905030
1,2901121,2914191
1,2741612,2922536
0,2904542,2732763
1,2731447,2909278
1,2729775,2919256
1,2898664,2916654
0,2928194,2922489
1,2586529,2909195
0,2876327,2772088
1,2880486,2888125
0,2886809,2857541
1,2866295,2895066
0,2886800,2886658
1,2877796,2881845
0,2887153,2771661
1,2887721,2890825
1,2698486,2872961
1,2852739,2886114
0,2880908,2869205
1,2848271,2866880
1,2794624,2816536
0,2869230,2868011
0,2705659,2693771
1,2710450,2879217
0,2877574,2871206
0,2871114,2862627
1,2872160,2876972
0,2872295,2869555
1,2691393,2870110
1,2695769,2704374
0,2872377,2860296
1,2856987,2871786
1,2573838,2869632
0,2916806,2803787
0,2909987,2907603
1,2899657,2913816
1,2911552,2924005
1,2902020,2916919
1,2877542,2884136
0,2914709,2902101
0,2914376,2899785
1,2891861,2916387
1,2710551,2893145
1,2884549,2892812
0,2879685,2865221
1,2823822,2828011
1,2883045,2892679
1,2893925,2903121
1,2869426,2891949
0,2905322,2891295
0,2898758,2891065
0,2912353,2898933
1,2881697,2911712
0,2897745,2894073
0,2904277,2890271
1,2903114,2904357
0,2904189,2904098
1,2584636,2889853
0,2912158,2805495
0,2928654,2723955
1,2901601,2918160
1,2913483,2918816
0,2912647,2903345
1,2907847,2913541
0,2903261,2893650
1,2886495,2924499
1,2886958,2887185
0,2901477,2863459
0,2700951,2577068
0,2892737,2873515
1,2594354,2828032
0,2897923,2739050
1,2698121,2896642
0,2885882,2871811
1,2704886,2891443
1,2494509,2730838
0,2906815,2887843
0,2904658,2890376
0,2913837,2896628
0,2914956,2911303
1,2896353,2896445
1,2900869,2905792
1,2584110,2887354
0,2892145,2779443
1,2715108,2890769
0,2885357,2720879
0,2897019,2885126
0,2897688,2883692
1,2713794,2882165
0,2852343,2576159
1,2834994,2855850
1,2832152,2847866
1,2834268,2851488
1,2832466,2832539
1,2810326,2820906
0,2848254,2817828
0,2830484,2807427
0,2892524,2815569
1,2806222,2810703
0,2799091,2794121
0,2805395,2802694
1,2728498,2756239
1,2801794,2811251
0,2821963,2789063
1,2465760,2631896
1,2363889,2426163
0,2640003,2440104
1,2813562,2825835
0,2823329,2822644
1,2822572,2830137
1,2816708,2834577
0,2837313,2820969
0,2842674,2829055
1,2600710,2831481
0,2880769,2787238
1,2897850,2902350
1,2896941,2897483
1,2862304,2881570
1,2710620,2865159
1,2689239,2882708
1,2881183,2883004
0,2882555,2866652
1,2682483,2882167
1,2858041,2880099
1,2867557,2871941
1,2859948,2859948
1,2797900,2825922
0,2872788,2850818
0,2875888,2867331
1,2830092,2860700
1,2661725,2854949
1,2681364,2852764
1,2846875,2873791
0,2866448,2857195
1,2863485,2876533
1,2720483,2892925
1,2882842,2904997
0,2870894,2867924
1,2666010,2893686
1,2751491,2779969
1,2722286,2874189
0,2880899,2874501
1,2870697,2883199
1,2712729,2875239
0,2867584,2864889
0,2872273,2872032
1,2865470,2873457
1,2870582,2904238
0,2884027,2861147
1,2863416,2869912
1,2687056,2855400
1,2791972,2812818
0,2874450,2868933
1,2870500,2874589
1,2689178,2871562
0,2863508,2857993
0,2868755,2855222
0,2884086,2872882
1,2680523,2851568
1,2697582,2873451
0,2892445,2885509
1,2867792,2871772
0,2879829,2866307
1,2597675,2880252
0,2902854,2768812
0,2919638,2899812
0,2922961,2903828
1,2902242,2903836
0,2898297,2894265
1,2878789,2918360
1,2868826,2885439
1,2864049,2879305
0,2882415,2881297
0,2901087,2901086
1,2878621,2878621
0,2880000,2861772
1,2811103,2818526
0,2878249,2869905
1,2869187,2874582
0,2864917,2862219
0,2856443,2856279
1,2870396,2894284
1,2878751,2898016
1,2864328,2892487
1,2693180,2895153
0,2902986,2897808
0,2900241,2887423
0,2907835,2900768
1,2597732,2891593
1,3082920,3419885
1,2913210,2917070
1,2897428,2902470
0,2916023,2898738
1,2890475,2894129
1,2890969,2910236
1,2899272,2901881
0,2894201,2891757
1,2882006,2899401
1,2871740,2880247
1,2888391,2897129
1,2729423,2892490
1,2835388,2848712
1,2879132,2886649
0,2900766,2875990
0,2875015,2849464
0,2889346,2884558
0,2886184,2876999
1,2901332,2925479
1,2877260,2894182
1,2722627,2893534
1,2879598,2903219
0,2885641,2856875
1,2724921,2885762
1,2622238,2905902
1,3031313,3219174
0,2917514,2917354
0,2932905,2909354
0,2929584,2902888
1,2888349,2897717
1,2894418,2900423
1,2888614,2892480
0,2887318,2873894
0,2909303,2899804
1,2881036,2902359
1,2878173,2896348
1,2726634,2895594
1,2822313,2827501
1,2863956,2890533
1,2887604,2903774
1,2764934,2898575
1,2398957,2877070
1,2402042,2752272
0,2888287,2877809
1,2716852,2901955
0,2901165,2890738
0,2916052,2898434
1,2877080,2902022
0,2905120,2895147
1,2581131,2905677
0,2920693,2818510
0,2931465,2915962
0,2919675,2914707
0,2917458,2903726
0,2938907,2934298
1,2927445,2929197
1,2914892,2956373
1,2748557,2932626
0,2927935,2905882
1,2736199,2909645
0,2920230,2917863
0,2909591,2898399
0,2843592,2691772
1,2902392,2925652
0,2900714,2892989
1,2908022,2915159
1,2896903,2905286
1,2901260,2914328
1,2741104,2922815
0,2904215,2732282
1,2731194,2909058
1,2730312,2919447
1,2899021,2916814
0,2928455,2923187
1,2586796,2909646
0,2877181,2772606
1,2880530,2888389
0,2886579,2857562
1,2866400,2895567
1,2886627,2886994
1,2877697,2881407
0,2886982,2771602
1,2887784,2890718
1,2697957,2872349
1,2852288,2886080
0,2880347,2869247
1,2848375,2866967
1,2794070,2816130
0,2868810,2867975
0,2704990,2693157
1,2709926,2878806
0,2876931,2870610
0,2870417,2862205
1,2871992,2877002
0,2872362,2869825
1,2691215,2869855
1,2695607,2704670
0,2871995,2859793
1,2857051,2871354
1,2573625,2869572
0,2915969,2803158
0,2909610,2907748
1,2900080,2914167
1,2911737,2924370
1,2902105,2916704
1,2877266,2884242
0,2915069,2901692
0,2913681,2899395
1,2891939,2916228
1,2710609,2893107
1,2884725,2892774
0,2879615,2865143
1,2823686,2827659
1,2883230,2892105
1,2894213,2903202
1,2868650,2891730
0,2904749,2891397
0,2898295,2889904
0,2911858,2898118
1,2881467,2911865
0,2897643,2894206
0,2904528,2890243
1,2902702,2904247
0,2904594,2904534
1,2584604,2889864
0,2911954,2805066
0,2928052,2723859
1,2901394,2918016
1,2913493,2918376
0,2912533,2902931
1,2907532,2913368
0,2903439,2893556
1,2886251,2924526
1,2886204,2886673
0,2901385,2863031
0,2700910,2576774
0,2892773,2873583
1,2594676,2828235
0,2897991,2739004
1,2698259,2896793
0,2885793,2871611
1,2704060,2891129
1,2493850,2730406
0,2906013,2887066
0,2903506,2889190
0,2913114,2895850
0,2914115,2910750
1,2895432,2895488
1,2899671,2905157
1,2583585,2887023
0,2891399,2778648
1,2714869,2890437
0,2884829,2720539
0,2896083,2884291
0,2897344,2883073
1,2713315,2881536
0,2852871,2576140
1,2835364,2855780
1,2831772,2847888
1,2834346,2851262
1,2832935,2832974
1,2810679,2821002
0,2847842,2817796
0,2830163,2807405
0,2892217,2815275
1,2806146,2810628
0,2799020,2793092
0,2804314,2802549
1,2728467,2755900
1,2801707,2810801
0,2821672,2788828
1,2465260,2630629
1,2363219,2425643
0,2639645,2439797
1,2812757,2825428
0,2822445,2821970
1,2821942,2829535
1,2816050,2833949
0,2837249,2820786
0,2842561,2828328
1,2600297,2831075
0,2880472,2786956
1,2897218,2902043
1,2897139,2897473
1,2861374,2881288
1,2710135,2864662
1,2689199,2882189
1,2880480,2882167
0,2881688,2866096
1,2681608,2881039
1,2857340,2879720
1,2866762,2871267
1,2859295,2859295
1,2797463,2825463
0,2872205,2850459
0,2875287,2866915
1,2829869,2860581
1,2661320,2854606
1,2680613,2851942
1,2846347,2873297
0,2866578,2857227
1,2863535,2876923
1,2719921,2892220
1,2882487,2904488
0,2870514,2867197
1,2665813,2893295
1,2751040,2779646
1,2722201,2873665
0,2880131,2873588
1,2870297,2882966
1,2712799,2875020
0,2867132,2864296
0,2871719,2871018
1,2864437,2872083
1,2868788,2902522
0,2883499,2860120
1,2862840,2869707
1,2686530,2855021
1,2791036,2812249
0,2873002,2867371
1,2869693,2873501
1,2688070,2870308
0,2861846,2856433
0,2867741,2854277
0,2883685,2872585
1,2680229,2851124
1,2696599,2872401
0,2891058,2884625
1,2866245,2870781
0,2879058,2865928
1,2596311,2878707
0,2902201,2768152
0,2919062,2899162
0,2923149,2903676
1,2901559,2903005
0,2897563,2892844
1,2877854,2917607
1,2868471,2885002
1,2863028,2879113
0,2882186,2880753
0,2900782,2900781
1,2878696,2878697
0,2879544,2861131
1,2810715,2818249
0,2877728,2869786
1,2869414,2874602
0,2864407,2861421
0,2856078,2855258
1,2869866,2893785
1,2878642,2897717
1,2863963,2891885
1,2692893,2895037
0,2902904,2897951
0,2899621,2886633
0,2907898,2900757
1,2597626,2891854
1,3082010,3418819
1,2913438,2916223
1,2897017,2902404
0,2915468,2898027
1,2889774,2893556
1,2890342,2909376
1,2899148,2902265
